status,tagline,title,vote_average,vote_count
Released,,The Bridge of San Luis Rey,5.4,15
Released,Slow Justice is no Justice,Faster,6.1,568
Released,This place is so dead,Zombieland,7.2,3550
Released,You can mess with him. But don't mess with his water.,The Waterboy,5.9,512
Released,The Adventure Continues...,The Empire Strikes Back,8.2,5879
Released,Whatcha gonna do?,Bad Boys,6.5,1699
Released,If you see only one movie this year...you ought to get out more often,The Naked Gun 2�_: The Smell of Fear,6.6,546
Released,No accidents. No coincidences. No escapes. You can't cheat death.,Final Destination,6.4,1378
Released,Ambition seduces. Power corrupts.,The Ides of March,6.5,910
Released,Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,6.7,1789
Released,The story about the one that got away and the one she never saw coming.,Someone Like You...,6,118
Released,A Spike Jonze Love Story,Her,7.9,4097
Released,"It was just a joke, just for fun.",Joy Ride,6.3,325
Released,The new name for adventure.,The Adventurer: The Curse of the Midas Box,5.1,73
Released,A story of a mother who knows best... and a daughter who knows better.,Anywhere But Here,5.9,66
Released,,The Crew,6.4,11
Released,They left her no choice.,Haywire,5.6,505
Released,"This time, it�۪s personal.",Jaws: The Revenge,3.5,224
Released,A story about the years that keep us apart... And the moments that bring us together.,Marvin's Room,6.6,124
Released,,The Longshots,6.5,11
Released,,The End of the Affair,6.6,55
Released,When the going gets tough... the tough take the law into their own hands.,Harley Davidson and the Marlboro Man,6.1,82
Released,Sometimes finding the truth is easier than facing it.,In the Valley of Elah,6.6,261
Released,,Forsaken,5.8,101
Released,,Cheri,5.9,56
Released,"On September 1st, a heroine will rise.",Vanity Fair,5.5,73
Released,The only demons in room 1408 are those within you.,1408,6.5,1343
Released,May the schwartz be with you,Spaceballs,6.7,902
Released,To honour a promise. To find his sons. To make his peace.,The Water Diviner,6.8,431
Released,A love that will last forever.,Ghost,6.9,1339
Released,Love Is In The Hair.,There's Something About Mary,6.5,1590
Released,What if your dad was Santa Claus?,The Santa Clause,6.3,489
Released,Sometimes dreams come back to life.,The Rookie,6.5,110
Released,"Half his size, twice the trouble ... and she's moving in.",The Game Plan,6,428
Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,385
Released,He wasn't much of a man... Now he's not much of an animal!,The Animal,4.6,304
Released,His triumph changed the world forever.,Gandhi,7.4,716
Released,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,7.3,508
Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,5.6,354
Released,love is all you need,I Am Sam,7.2,530
Released,Their Empire. His Kingdom.,Son of God,5.9,83
Released,Underworld,Underworld,6.6,2512
Released,He never saw it coming.,Derailed,6.1,319
Released,Based on a tattle-tale.,The Informant!,6,301
Released,,Shadowlands,6.8,61
Released,For the women of Europe... The price of love just got a lot cheaper.,Deuce Bigalow: European Gigolo,4.7,225
Released,You're never quite ready for what life delivers.,Delivery Man,6.2,551
Released,Who Can You Trust With The Truth?,Our Kind of Traitor,6,160
Released,They swore nothing would come between them. Then evil walked in the door,Saving Silverman,5.4,154
Released,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6,223
Released,No one is safe from son of sam,Summer of Sam,6.3,112
Released,Hollywood had it coming,Jay and Silent Bob Strike Back,6.4,480
Released,The glass is about to be shattered...,The Glass House,5.4,201
Released,Lights. Camera. Abduction.,"Hail, Caesar!",5.7,1309
Released,"They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.",Josie and the Pussycats,5.3,72
Released,How far would you go to protect your home?,Homefront,6.4,875
Released,"They're not just best friends, they're blood brothers.",The Little Vampire,6.1,77
Released,An existential comedy,I Heart Huckabees,6.2,239
Released,He's back to lay down the law.,RoboCop 3,4.2,305
Released,"In The Beginning, The End Had A Name.",Megiddo: The Omega Code 2,3.6,8
Released,She gave away secrets to one side and her heart to the other.,Darling Lili,4.9,8
Released,From the creator of 'George of the Jungle' comes a new kind of hero,Dudley Do-Right,3.8,48
Released,He Delivers.,The Transporter Refueled,5.2,559
Released,He didn't resist temptation. He pursued it.,The Libertine,5.9,128
Released,A Comedy That Never Takes Its Foot Off The Gas,Hit & Run,5.5,224
Released,,Mad Money,5.9,140
Released,Who do you trust?,Before I Go to Sleep,6.2,659
Released,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,Sorcerer,7.4,98
Released,Some People Tell Lies. Others Live Them.,Stone,5.2,192
Released,Sometimes your battles choose you.,Out of the Furnace,6.5,720
Released,The truth can be adjusted,Michael Clayton,6.5,501
Released,"A comedy about life, liberty and the pursuit of two ex-presidents.",My Fellow Americans,6.3,46
Released,Your Paranoia Is Real.,Arlington Road,7,239
Released,,To Rome with Love,5.6,546
Released,...the most devastating killing machine ever built... his job... steal it!,Firefox,5.5,139
Released,UH-OH.,"South Park: Bigger, Longer & Uncut",7.1,893
Released,From director Frank Oz comes the story of a family that puts the F U in funeral.,Death at a Funeral,6.9,497
Released,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,5.1,184
Released,The most important thing in life is showing up,Hardball,6.3,123
Released,Watch For The Signs,Silver Linings Playbook,6.9,4742
Released,Their story. Their world. Their future.,Freedom Writers,7.5,356
Released,Many voices. One poem.,For Colored Girls,7,22
Released,Rules are made to be broken.,The Transporter,6.6,1692
Released,Win or lose... Everyone has their fight.,Never Back Down,6.4,497
Released,Looks Can Kill,The Rage: Carrie 2,5.1,76
Released,,Away We Go,6.7,189
Released,One ordinary guy is giving the candidates a reason to run.,Swing Vote,5.8,65
Released,,Moonlight Mile,6.5,52
Released,How do you find an enemy who is hidden right before your eyes?,Tinker Tailor Soldier Spy,6.6,840
Released,Innocence is bliss. See the world through her.,Molly,5.5,14
Released,He's here to save Walter's life.,The Beaver,6.3,276
Released,With Burt and Dolly this much fun just couldn't be legal!,The Best Little Whorehouse in Texas,5.9,41
Released,Play it. Live it. Kill for it.,eXistenZ,6.7,475
Released,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3854
Released,He's up past his bedtime in the city that never sleeps.,Home Alone 2: Lost in New York,6.3,2395
Released,We are not alone.,Close Encounters of the Third Kind,7.2,1098
Released,You are now infected.,Pulse,5,150
Released,,Beverly Hills Cop II,6.1,613
Released,"Everything he needed to know about life, she learned in prison.",Bringing Down the House,5.4,183
Released,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4443
Released,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,728
Released,Don't try this at home,Jackass 3D,6.4,428
Released,Just when you thought it was safe to go back in the water...,Jaws 2,5.9,406
Released,50% Warrior. 50% Lover. 100% Chihuahua.,Beverly Hills Chihuahua,4.9,209
Released,Based on the true case files of the Warrens,The Conjuring,7.4,3092
Released,24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,Are We There Yet?,5.2,221
Released,She hit the road. The road hit back.,Tammy,5,500
Released,He just landed the gig of his life: 5th grade.,School of Rock,6.7,1414
Released,Nothing In This World Has Prepared You For This.,Mortal Kombat,5.4,442
Released,They're going deep undercover.,White Chicks,6.3,679
Released,The South Pacific ain't that terrific.,The Descendants,6.7,934
Released,Some secrets are too big to keep hidden.,Holes,6.7,383
Released,"A story about family, first love, second chances and the moment in life that lead you back home.",The Last Song,6.9,923
Released,The extraordinary true story of Solomon Northup,12 Years a Slave,7.9,3674
Released,Half time is game time,Drumline,6.2,116
Released,Marriage is an institution they're committed to.,Why Did I Get Married Too?,6.1,29
Released,His scars run deep.,Edward Scissorhands,7.5,3601
Released,#LiveBoldly,Me Before You,7.6,2562
Released,"Believe it or not, they know too much.",Madea's Witness Protection,5.9,52
Released,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,7.4,422
Released,Party like a mother.,Bad Moms,6.3,1252
Released,An Unprotected Comedy,Date Movie,3.6,222
Released,The Classic Continues,Return to Never Land,6.1,290
Released,One dream can change the world.,Selma,7.4,817
Released,Feel the jungle beat,The Jungle Book 2,5.6,269
Released,You thought it was just a story.,Boogeyman,4.6,191
Released,Reality is only a nightmare away,Premonition,5.8,381
Released,,The Tigger Movie,6.3,143
Released,Can you keep a secret?,Orphan,6.7,1261
Released,Best Friend. Hero. Marine.,Max,6.8,276
Released,We know it's big. We measured.,Epic Movie,3.2,326
Released,Break the story. Break the silence.,Spotlight,7.8,2686
Released,What Could Be Safer Than Living Next to a Cop?,Lakeview Terrace,5.9,292
Released,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,5.2,283
Released,Sometimes you have to break the rules to free your heart.,How Stella Got Her Groove Back,6,24
Released,Once... they made history. Now... they are history.,Bill & Ted's Bogus Journey,5.9,308
Released,Elections are made to be broken.,Man of the Year,5.8,129
Released,A journey that begins where everything ends!,The Black Hole,6.1,131
Released,,The American,5.8,481
Released,Discover the true story of one of America's brightest stars... that faded too soon.,Selena,7,114
Released,Some sagas just won't die.,Vampires Suck,4.2,315
Released,If You Want to be Understood...Listen,Babel,6.9,1055
Released,Welcome Home. Get Uncomfortable.,This Is Where I Leave You,6.5,505
Released,"There is no evidence. There are no witnesses. But for one, there is no doubt.",Doubt,7,435
Released,Putting The 'F' back in 'Freedom',Team America: World Police,6.6,660
Released,Evil wears many faces.,Texas Chainsaw 3D,5.3,465
Released,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",Copycat,6.4,194
Released,Evil is coming. Bring protection.,Scary Movie 5,4.6,793
Released,Stake Your Claim To The Musical Goldmine of '69!,Paint Your Wagon,6.2,63
Released,Never Blend In.,Milk,7.1,612
Released,Witness the manhunt that changed the course of human history,Risen,5.7,295
Released,Sea Evil,Ghost Ship,5.3,531
Released,Christmas comes prematurely.,A Very Harold & Kumar Christmas,6,328
Released,They're dying to play with you.,Wild Things,6.3,444
Released,Daddy's home.,The Stepfather,5.4,167
Released,Every secret comes with a price.,The Debt,6.3,257
Released,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,7,628
Released,What will it sound like when you die?,One Missed Call,4.7,171
Released,What do you do when justice fails?,Eye for an Eye,5.8,63
Released,,The Bank Job,6.6,697
Released,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,7.9,3652
Released,What doesn't kill you... is going to marry your brother.,You Again,6,368
Released,Their city. Their rules. No prisoners.,Street Kings,6.3,363
Released,Good food. Fine ales. Total Annihilation.,The World's End,6.7,1778
Released,Small Town Girl. Big Time Adventure.,Nancy Drew,5.8,143
Released,"In 2019, The Most Precious Natural Resource... Is Us.",Daybreakers,6,634
Released,"When she's this hot, You get one shot.",She's Out of My League,5.9,525
Released,She's having the time of someone else's life.,Monte Carlo,6,593
Released,You die in the game - you die for real.,Stay Alive,5.3,155
Released,There's a price on his head. A girl on his mind. And a twinkle in his eye.,Quigley Down Under,6.5,119
Released,A Pawsome 3D Adventure,Alpha and Omega,5.3,124
Released,Only the power of Hell can help them.,The Covenant,5.2,288
Released,The world of competitive gymnastics is about to be turned on its head.,Stick It,6.3,148
Released,Not So TALL Tales From The Director Of 'Spy Kids',Shorts,5.1,44
Released,All she wanted was a little attention.,To Die For,6.7,175
Released,Are you a watcher or a player?,Nerve,7.1,2181
Released,Feelings get you killed.,Appaloosa,6.3,299
Released,From the Master of Evil. Comes a New Breed of Terror,Vampires,5.8,255
Released,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,8.2,2320
Released,It's funny what love can make you do...,My Best Friend's Girl,5.4,220
Released,Say Goodbye to Innocence,Endless Love,6.7,542
Released,"In this family, attitude doesn't skip a generation.",Georgia Rule,5.6,130
Released,Who knew so many little people would throw such a huge party?,Under the Rainbow,4.9,7
Released,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,6.8,260
Released,Destiny has big plans for little Simon Birch.,Simon Birch,6.5,52
Released,Let in the unexpected.,Reign Over Me,7.1,334
Released,Into the heart. Into the soul.,Into the Wild,7.8,3045
Released,Life's A Game. Learn How To Play.,School for Scoundrels,5.6,111
Released,This Halloween prepare for a 3D ride through hell.,Silent Hill: Revelation 3D,5,432
Released,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1603
Released,There's something new in the Hundred Acre Wood.,Pooh's Heffalump Movie,6.4,88
Released,We'll do it every year..until we get it right,Home for the Holidays,6.3,39
Released,It's A Bear Getting The Family Together!,The Country Bears,4.3,20
Released,There is a way to be good again.,The Kite Runner,7.3,394
Released,How much does life weigh?,21 Grams,7.2,918
Released,One good shot deserves another.,Paparazzi,5.8,52
Released,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,5.3,83
Released,Dare to be different.,Loser,5,120
Released,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,7,167
Released,,The Greatest Story Ever Told,6.5,41
Released,The truth lies in the most unexpected places.,Secret in Their Eyes,6.2,336
Released,Your favorite movies are going to be destroyed.,Disaster Movie,3,240
Released,Who will be the last man standing?,Armored,5.5,208
Released,"He�۪s on a mission so secret, even he doesn�۪t know about it.",The Man Who Knew Too Little,6.5,125
Released,Ally's looking for the best ex of her life.,What's Your Number?,6.2,671
Released,Take no prisoners.,Lockout,5.8,715
Released,"Success didn�۪t go to his head, it went to his neighbor.",Envy,4.8,139
Released,"Stay Charged, Stay Alive!",Crank: High Voltage,5.9,861
Released,,Bullets Over Broadway,7,130
Released,Feel The Touch Of Destiny,One Night with the King,6.1,12
Released,,The Quiet American,6.4,81
Released,Dave Spritz is about to take his best shot . . . at life,The Weather Man,6,289
Released,Two Enemies ... The Mob ... The Ultimate Showdown.,Undisputed,6.1,139
Released,He sees dead people... and they annoy him.,Ghost Town,6.4,286
Released,Survive all 12,12 Rounds,5.7,220
Released,Innocence dies. Abby doesn't.,Let Me In,6.7,641
Released,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,4.5,48
Released,"You name it, we shoot it.",Be Kind Rewind,6.2,424
Released,,Mrs Henderson Presents,6.4,62
Released,The Code on the Street is Never Black & White,Triple 9,5.6,797
Released,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,Deconstructing Harry,7.3,187
Released,All's fair in the war of love.,Three to Tango,5.4,62
Released,Never underestimate a man with everything to lose.,Burnt,6.3,950
Released,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,We're No Angels,5.6,105
Released,,Everyone Says I Love You,6.5,147
Released,Protect what's yours.,Death Sentence,6.5,297
Released,Frank's travelling light but carrying excess baggage.,Everybody's Fine,6.5,284
Released,Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,1.9,35
Released,One guy walks the walk. The other talks and talks.,The Man,5.4,133
Released,,Code Name: The Cleaner,4.7,78
Released,"When you follow your dream, there's no telling what you'll become.",Connie and Carla,6.4,24
Released,Love is what it's all about!,Sweet Charity,6.5,15
Released,"Under the paving stones, the beach!",Inherent Vice,6.5,833
Released,Things are about to get hairy.,Doogal,3.2,18
Released,The World is watching,Battle of the Year,5.9,88
Released,Laugh like you're country depends on it.,An American Carol,4.1,20
Released,Trained to kill. Left for dead. Back for more.,Machete Kills,5.3,631
Released,"When the cat's away, the rats will play.",Willard,5.8,82
Released,This ain't March of the Penguins.,Strange Wilderness,4.7,69
Released,Gilbert & Sullivan & So Much More,Topsy-Turvy,6.7,41
Released,Believe the impossible.,Little Boy,7,185
Released,Why deny what you desire the most.,A Dangerous Method,6.2,571
Released,Everything Is Not Going To Be OK,A Scanner Darkly,6.8,532
Released,Legends Start Somewhere,Chasing Mavericks,7,216
Released,Can mankind defeat the army of darkness unleashed by an ancient evil cult?,Alone in the Dark,3.1,173
Released,Band Together,Bandslam,5.4,126
Released,Be careful what you wish for.,Birth,5.9,179
Released,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546
Released,,Passchendaele,6.3,26
Released,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",Flash of Genius,6.3,59
Released,All I Can Do Is Be Me Whoever That Is,I'm Not There.,6.6,195
Released,Be careful who you trust.,The Cold Light of Day,4.8,271
Released,They'd never let the truth come between them.,The Brothers Bloom,6.8,203
Released,,"Synecdoche, New York",7.4,278
Released,The Musical Comedy Smash of the 80's!,Can't Stop the Music,4.9,9
Released,This land will be civilized.,The Proposition,7.1,218
Released,Hope never quits,My All American,6.8,36
Released,Uptown Gets Down.,Marci X,3.3,12
Released,"In a future where freedom is outlawed, outlaws will become heroes.",Equilibrium,6.9,1552
Released,He's the target of the most merciless family in New York. His own.,The Yards,6,97
Released,,The Oogieloves in the Big Balloon Adventure,2.2,8
Released,,By the Sea,5.4,156
Released,,The Game of Their Lives,5.8,14
Released,The perfect love story. Until it became the perfect crime.,All Good Things,5.9,286
Released,,Rapa Nui,6.2,33
Released,No pulse? No problem,Dylan Dog: Dead of Night,4.5,139
Released,,People I Know,5.5,48
Released,,The Tempest,6,31
Released,Fear always finds its victim,Regression,5.3,585
Released,,Three Kingdoms: Resurrection of the Dragon,6.6,35
Released,Lives will be broken,Butterfly on a Wheel,6.3,130
Released,Airborne to be wild.,Zambezia,5.3,68
Released,,Dwegons,0.5,1
Released,No m��s. No surrender.,Hands of Stone,6.1,109
Released,His Next Target is Now Hunting Him,Survivor,5.4,404
Released,The hunter becomes the hunted,The Frozen Ground,6.1,465
Released,Sometimes the greatest journey is the distance between two people.,The Painted Veil,7.1,312
Released,Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,7.6,1046
Released,She doesn't give an F.,Bad Teacher,5.4,1584
Released,Deception is dangerous. Desire is deadly.,Sea of Love,6.7,141
Released,Once upon a time... can happen any time.,A Cinderella Story,6.1,713
Released,Someone has taken their love of scary movies one step too far.,Scream,7,1476
Released,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...",Thir13en Ghosts,5.4,440
Released,A masterpiece of modern horror.,The Shining,8.1,3757
Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,8,6079
Released,Evil loves to party.,House on Haunted Hill,5.5,209
Released,,I Can Do Bad All By Myself,6,40
Released,One way in. No way out.,Fight Valley,3.9,8
Released,The most unexpected comedy ever conceived.,The Switch,5.9,583
Released,Welcome to the honeymoon from hell.,Just Married,5.3,404
Released,"The 80's were brilliant, if you were in charge.",The Devil's Double,6.5,208
Released,Little Engines CAN Do Big Things...,Thomas and the Magic Railroad,4.6,8
Released,Fear Thy Neighbor,The Crazies,6.2,633
Released,"After 200 years, the truth behind the legend.",The Bounty,6.5,108
Released,Courage beyond words.,The Book Thief,7.4,1486
Released,He's leaving virgin territory,Sex Drive,6,342
Released,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,Leap Year,6.4,465
Released,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .,The Fall of the Roman Empire,6,33
Released,Best. Night. Ever.,Take Me Home Tonight,6.2,208
Released,If you can't beat the system... change it,Won't Back Down,5.8,40
Released,The joy of the New York City Ballet in an exciting family holiday motion picture.,The Nutcracker,5.6,5
Released,"Kansas City, 1934. Anything could happen here. One night it did.",Kansas City,6.1,12
Released,Based on the novel by Philip Roth.,Indignation,6.8,69
Released,What happened over the next 28 days has never been explained.,The Amityville Horror,6,588
Released,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,7.3,638
Released,The dead shall inherit the Earth.,Land of the Dead,6,381
Released,"Buy the ticket, take the ride.",Fear and Loathing in Las Vegas,7.2,1301
Released,In a world where everyone can only tell the truth... This guy can lie.,The Invention of Lying,6,518
Released,Family vs. Frat,Neighbors,6.2,2713
Released,From zero to hero.,The Mask,6.6,2472
Released,You're Only Young Once But For Josh It Might Just Last A Lifetime.,Big,6.9,993
Released,"Come to Kazakhstan, it's nice!",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
Released,Don't judge a book by its hair color!,Legally Blonde,6.1,882
Released,A dying planet. A fight for life.,Star Trek III: The Search for Spock,6.4,434
Released,What happened to Emily?,The Exorcism of Emily Rose,6.3,659
Released,He charges $10 but he�۪s willing to negotiate.,Deuce Bigalow: Male Gigolo,5.5,308
Released,The End Begins,Left Behind,3.7,392
Released,Feel The Love,The Family Stone,6.2,249
Released,Let your hair down,Barbershop 2:  Back in Business,5.6,74
Released,He doesn't care if you're naughty or nice.,Bad Santa,6.5,656
Released,"If he were any cooler, he'd still be frozen, baby!",Austin Powers: International Man of Mystery,6.5,1013
Released,People change. Greeks don't.,My Big Fat Greek Wedding 2,5.5,322
Released,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
Released,"If it bleeds, we can kill it...",Predator,7.3,2093
Released,...Everything you've heard is true,Amadeus,7.8,1076
Released,A Night To Die For.,Prom Night,4.8,167
Released,Welcome to girl world.,Mean Girls,6.9,2320
Released,Life offers you a thousand chances ... all you have to do is take one.,Under the Tuscan Sun,6.4,172
Released,Tea at four. Dinner at eight. Murder at midnight.,Gosford Park,6.8,246
Released,"Knowing what you know now, what would you do differently?",Peggy Sue Got Married,5.9,136
Released,or (The Unexpected Virtue of Ignorance),Birdman,7.4,4535
Released,Blue Moon. I used to know the words. Now they're all a jumble.,Blue Jasmine,7,1098
Released,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",United 93,6.9,367
Released,Her dream. Her terms,Honey,6,303
Released,All the action. All the women. Half the intelligence.,Spy Hard,4.9,147
Released,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog,6.4,311
Released,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,6.9,342
Released,,Catch-22,6.7,72
Released,"Right now, the world needs a hero.",Observe and Report,5.6,225
Released,The most powerful legend of all is back in a new adventure.,Conan the Destroyer,5.8,383
Released,,Raging Bull,7.7,938
Released,Sometimes when you least expect it...,Love Happens,5.6,180
Released,"Before a lifetime of adventure, they lived the adventure of a lifetime.",Young Sherlock Holmes,6.7,167
Released,,Fame,5.5,135
Released,There is no force more powerful than the will to live.,127 Hours,7,2606
Released,They took a bite out of crime,Small Time Crooks,6.4,155
Released,Life doesn't hold tryouts.,Center Stage,6.8,90
Released,"Christmas means comfort, joy and chaos.",Love the Coopers,5.4,167
Released,They're on a mission without permission.,Catch That Kid,4.9,76
Released,"Seen from a distance, it's perfect.",Life as a House,7.2,120
Released,Can a great man be a good man?,Steve Jobs,6.8,1573
Released,Popularity is nice. Popular girls are not.,"I Love You, Beth Cooper",5.1,197
Released,"Every ""Revolution"" Needs A Leader",Youth in Revolt,5.9,319
Released,"The untold story of the man behind the mask, and the legend behind the man.",The Legend of the Lone Ranger,3.7,14
Released,"In a place this treacherous, what a good spy needs is a spy of his own.",The Tailor of Panama,6.2,92
Released,Murder has a sound all of its own!,Blow Out,7.3,236
Released,Get in. Get out. Getaway.,Getaway,4.9,246
Released,"It was 1973, and the climate was changing.",The Ice Storm,6.9,176
Released,,And So It Goes,5.7,164
Released,"When the going gets tough, the tough go shopping!",Troop Beverly Hills,5.6,56
Released,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,Being Julia,6.4,23
Released,They Broke Every Rule,Nine 1/2 Weeks,5.8,177
Released,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",Dragonslayer,6.5,67
Released,Intoxicating. Infuriating. Impossible. Love.,The Last Station,6.7,55
Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,7.3,630
Released,,Labor Day,6.7,299
Released,"A story of sex, thugs and rock 'n roll.",RockNRolla,6.9,836
Released,Deeds not Words,Megaforce,3.5,15
Released,,Hamlet,7.3,117
Released,��ی�_�_��_���,Mao's Last Dancer,6.8,28
Released,He's not like us.,Midnight Special,6.2,694
Released,In any relationship one person always does the heavy lifting.,Anything Else,6.2,149
Released,Revenge is never a straight line.,The Railway Man,6.7,273
Released,,Restoration,5.3,11
Released,He's not from around here...,The Wraith,5.9,108
Released,"If you're looking for the truth, you've come to the wrong place.",Salton Sea,7,104
Released,Experience Metallica like never before,Metallica: Through the Never,6.7,83
Released,Greed is good. Sex is easy. Youth is forever.,The Informers,4.4,60
Released,The man who hijacked the world,Carlos,6.7,50
Released,,I Come with the Rain,5.6,20
Released,One man's hero is another man's traitor.,One Man's Hero,9.3,2
Released,The darkest day of horror the world has ever known.,Day of the Dead,6.9,270
Released,I lay my vengeance upon them.,I Am Wrath,4.5,179
Released,A woman and a warrior that became a legend.,Red Sonja,5,206
Released,How much do you want to believe?,Red Lights,6,376
Released,Come and Get Some!,Superbad,7,2100
Released,,Madea Goes to Jail,6.4,52
Released,Unleash the beast,Wolves,5.7,82
Released,It's not where you're from. It's where you're at.,Step Up 2: The Streets,6.5,640
Released,Armed And Dangerously Dumb.,Hoodwinked!,5.9,479
Released,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,7.5,793
Released,Assassin 47,Hitman,5.9,966
Released,The Musical Event of the Holiday Season,Black Nativity,5.8,16
Released,Mercy is for the Weak,The Prince,4.6,218
Released,,City of Ghosts,5.4,18
Released,"Sooner or later she'll see them, then everything will be different.",The Others,7.4,1660
Released,This Time It's War,Aliens,7.7,3220
Released,The loverliest motion picture of them all!,My Fair Lady,7.4,352
Released,"If you're going to bury the truth, make sure it stays buried.",I Know What You Did Last Summer,5.6,687
Released,Fake Cops. Real Trouble.,Let's Be Cops,6.4,1219
Released,In search of wine. In search of women. In search of themselves.,Sideways,6.9,478
Released,Prepare for the ultimate chug of war.,Beerfest,5.8,172
Released,The Night He Came Home,Halloween,7.4,1035
Released,Rover is about to take over.,Good Boy!,4.7,30
Released,Times change. Friendship doesn't.,The Best Man Holiday,6.7,110
Released,Nobody gets away clean.,Smokin' Aces,6.4,534
Released,The Traps Come Alive,Saw: The Final Chapter,5.8,730
Released,Easier said than done.,40 Days and 40 Nights,5.2,297
Released,Score!,A Night at the Roxbury,5.9,198
Released,Love is never ugly.,Beastly,6,849
Released,The lucky ones die first.,The Hills Have Eyes,6.1,705
Released,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,5.1,64
Released,Champions Can Come From Anywhere.,"McFarland, USA",7.4,213
Released,Winning is Just the Beginning Surviving is Another Story,Lottery Ticket,5.6,54
Released,A New American Story,ATL,6,32
Released,Get pitch slapped.,Pitch Perfect,7.3,2247
Released,Are you game?,Summer Catch,4.8,63
Released,Sometimes good people do evil things.,A Simple Plan,6.9,187
Released,Are you afraid of the dark? You should be.,They,4.6,74
Released,,Larry the Cable Guy: Health Inspector,3.3,17
Released,"The Good, The Bad and The Stinky.",The Adventures of Elmo in Grouchland,6.3,14
Released,This is War. This is Brooklyn.,Brooklyn's Finest,6.2,293
Released,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,55 Days at Peking,6.3,36
Released,The most terrifying film you will ever experience.,Evil Dead,6.4,1723
Released,The most fun you can have without a passport.,My Life in Ruins,5.6,101
Released,Imagine a country where more people vote for a pop idol than they do for their next President.,American Dreamz,4.9,95
Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,4.1,318
Released,,How She Move,3,6
Released,Every bullet leaves a trail.,Running Scared,7,331
Released,,Bobby Jones: Stroke of Genius,5.5,19
Released,A romantic adventure for the dangerous at heart.,Shanghai Surprise,2.9,15
Released,Nothing Is What It Seems.,The Illusionist,7.1,1615
Released,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,Roar,5.6,19
Released,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,6.8,59
Released,Welcome to the family,Escobar: Paradise Lost,6.1,271
Released,Have a nice apocalypse.,Southland Tales,5.2,153
Released,,Damnation Alley,5,27
Released,Once You Believe You Die,The Apparition,4.5,140
